customerid,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
16880,52,7,1466.23,4,5,4,454,Champions
14921,52,2,1316.07,4,3,4,434,Loyal Customers
18274,52,1,175.92,4,1,1,411,Needs Attention
13209,52,8,5881.41,4,5,5,455,Champions
12949,52,8,4167.22,4,5,5,455,Champions
12893,52,1,168.90,4,1,1,411,Needs Attention
15986,52,1,168.12,4,1,1,411,Needs Attention
14240,52,2,890.34,4,3,3,433,Loyal Customers
15114,52,10,2760.56,4,5,5,455,Champions
16767,52,11,5570.52,4,5,5,455,Champions
14968,52,1,147.59,4,1,1,411,Needs Attention
13522,52,1,125.80,4,1,1,411,Needs Attention
13046,52,2,629.31,4,3,3,433,Loyal Customers
14284,52,2,595.25,4,3,3,433,Loyal Customers
17690,52,15,4713.90,4,5,5,455,Champions
17865,52,20,10523.82,4,5,5,455,Champions
16505,53,1,777.60,4,1,3,413,Needs Attention
14524,53,9,1841.73,4,5,4,454,Champions
17313,53,1,2328.84,4,1,5,415,Needs Attention
17964,53,2,431.17,4,3,2,432,Potential
15573,53,2,553.45,4,3,3,433,Loyal Customers
15957,53,1,414.33,4,1,2,412,Needs Attention
13329,53,2,789.00,4,3,3,433,Loyal Customers
15763,53,2,1086.92,4,3,4,434,Loyal Customers
17515,53,4,630.27,4,4,3,443,Loyal Customers
14050,53,2,746.36,4,3,3,433,Loyal Customers
16639,53,3,1257.51,4,3,4,434,Loyal Customers
16187,53,15,6911.44,4,5,5,455,Champions
18177,53,6,1340.87,4,5,4,454,Champions
13381,53,6,3639.31,4,5,5,455,Champions
16863,53,2,502.80,4,3,3,433,Loyal Customers
15249,53,13,6688.46,4,5,5,455,Champions
14676,53,6,2548.24,4,5,5,455,Champions
12990,53,3,409.50,4,3,2,432,Potential
14360,53,4,2118.03,4,4,5,445,Champions
17289,53,3,845.29,4,3,3,433,Loyal Customers
17637,53,2,547.06,4,3,3,433,Loyal Customers
18216,53,1,481.75,4,1,2,412,Needs Attention
13867,53,3,941.49,4,4,4,444,Champions
15043,53,1,537.00,4,1,3,413,Needs Attention
13975,53,6,2389.27,4,5,5,455,Champions
16284,53,2,771.40,4,3,3,433,Loyal Customers
13695,53,15,2504.13,4,5,5,455,Champions
17219,53,1,113.38,4,2,1,421,Needs Attention
13643,53,3,519.44,4,3,3,433,Loyal Customers
17886,53,3,868.86,4,3,3,433,Loyal Customers
15153,53,1,329.25,4,2,2,422,Potential
13272,53,2,276.56,4,2,2,422,Potential
12721,53,6,2656.13,4,5,5,455,Champions
15950,53,4,1722.21,4,4,4,444,Champions
17022,53,1,71.00,4,1,1,411,Needs Attention
13110,53,7,1484.32,4,5,4,454,Champions
16732,53,1,603.75,4,1,3,413,Needs Attention
15356,53,10,2683.75,4,5,5,455,Champions
13710,53,1,180.48,4,1,1,411,Needs Attention
15406,53,2,507.76,4,3,3,433,Loyal Customers
12849,53,2,1005.25,4,3,4,434,Loyal Customers
16837,53,11,3170.98,4,5,5,455,Champions
16618,53,5,2647.59,4,4,5,445,Champions
17633,53,4,1324.84,4,4,4,444,Champions
17160,53,6,3518.03,4,5,5,455,Champions
13047,53,10,3237.54,4,5,5,455,Champions
15103,53,2,703.36,4,3,3,433,Loyal Customers
12484,54,6,4485.11,4,5,5,455,Champions
17043,54,4,1735.18,4,4,4,444,Champions
12408,54,5,2888.55,4,4,5,445,Champions
18036,54,3,380.94,4,4,2,442,Potential
18150,54,3,566.58,4,4,3,443,Loyal Customers
14080,54,1,45.60,4,1,1,411,Needs Attention
16362,54,5,677.80,4,4,3,443,Loyal Customers
12832,54,2,383.03,4,3,2,432,Potential
15785,54,5,2328.97,4,4,5,445,Champions
13097,54,10,5926.22,4,5,5,455,Champions
14700,54,3,2180.35,4,4,5,445,Champions
15493,54,5,1825.42,4,4,4,444,Champions
14623,54,5,886.15,4,4,3,443,Loyal Customers
14387,54,3,1725.50,4,4,4,444,Champions
17430,54,2,265.76,4,2,2,422,Potential
14073,54,1,151.04,4,1,1,411,Needs Attention
12472,54,7,6572.11,4,5,5,455,Champions
15330,54,2,714.96,4,3,3,433,Loyal Customers
15870,54,1,326.29,4,2,2,422,Potential
16053,54,2,1487.20,4,3,4,434,Loyal Customers
16637,54,4,1154.47,4,4,4,444,Champions
16348,54,7,1393.41,3,5,4,354,Loyal Customers
17164,54,7,2467.35,3,5,5,355,Loyal Customers
16612,54,4,1187.66,3,4,4,344,Loyal Customers
17623,54,1,527.05,3,1,3,313,Needs Attention
17158,54,3,1266.97,3,3,4,334,Loyal Customers
15719,54,13,5018.44,3,5,5,355,Loyal Customers
15618,54,4,776.85,3,4,3,343,Loyal Customers
17761,54,1,712.78,3,1,3,313,Needs Attention
13717,54,6,1445.01,3,5,4,354,Loyal Customers
13824,54,5,1698.94,3,4,4,344,Loyal Customers
14929,54,1,223.88,3,1,1,311,Needs Attention
18016,54,5,1477.66,3,4,4,344,Loyal Customers
15522,54,2,366.49,3,3,2,332,Potential
15513,55,19,14758.22,3,5,5,355,Loyal Customers
14039,55,1,152.20,3,1,1,311,Needs Attention
14936,55,8,8137.02,3,5,5,355,Loyal Customers
15696,55,8,2689.87,3,5,5,355,Loyal Customers
12357,55,1,6207.67,3,1,5,315,Needs Attention
16466,55,7,1534.36,3,5,4,354,Loyal Customers
17831,55,1,35.40,3,1,1,311,Needs Attention
17082,55,2,2003.85,3,3,4,334,Loyal Customers
13365,55,2,2225.37,3,3,5,335,Loyal Customers
12838,55,2,662.38,3,3,3,333,Loyal Customers
17608,55,2,191.04,3,2,1,321,Needs Attention
13759,55,2,659.41,3,3,3,333,Loyal Customers
13527,55,7,2197.36,3,5,5,355,Loyal Customers
15407,55,4,1041.25,3,4,4,344,Loyal Customers
15526,55,2,148.44,3,2,1,321,Needs Attention
15427,55,3,1394.84,3,3,4,334,Loyal Customers
14517,55,2,330.45,3,2,2,322,Potential
12645,55,4,1775.18,3,4,4,344,Loyal Customers
16488,55,3,498.80,3,3,3,333,Loyal Customers
16243,55,2,409.10,3,3,2,332,Potential
12638,55,1,671.69,3,1,3,313,Needs Attention
13532,55,1,210.31,3,1,1,311,Needs Attention
15017,55,1,125.58,3,2,1,321,Needs Attention
16372,55,2,343.69,3,2,2,322,Potential
16357,55,3,658.88,3,3,3,333,Loyal Customers
14404,55,6,1448.07,3,5,4,354,Loyal Customers
17107,55,6,10744.19,3,5,5,355,Loyal Customers
16445,55,1,229.96,3,1,1,311,Needs Attention
14174,55,1,134.46,3,1,1,311,Needs Attention
13523,55,5,3964.88,3,4,5,345,Loyal Customers
18170,55,3,980.31,3,4,4,344,Loyal Customers
16771,55,5,2241.35,3,4,5,345,Loyal Customers
15025,55,1,359.46,3,2,2,322,Potential
15839,55,3,1048.49,3,4,4,344,Loyal Customers
13772,55,3,1067.82,3,4,4,344,Loyal Customers
13634,55,5,1539.11,3,4,4,344,Loyal Customers
15952,55,4,781.91,3,4,3,343,Loyal Customers
16676,55,4,1592.12,3,4,4,344,Loyal Customers
13155,55,4,968.81,3,4,4,344,Loyal Customers
12431,57,15,6419.95,3,5,5,355,Loyal Customers
14592,57,3,556.84,3,4,3,343,Loyal Customers
17203,57,6,3559.13,3,5,5,355,Loyal Customers
14971,57,3,1088.83,3,4,4,344,Loyal Customers
12577,57,3,622.40,3,3,3,333,Loyal Customers
16318,57,1,328.15,3,2,2,322,Potential
17930,57,5,1740.48,3,4,4,344,Loyal Customers
17193,57,7,1699.30,3,5,4,354,Loyal Customers
12944,57,2,604.51,3,3,3,333,Loyal Customers
18035,57,3,666.92,3,3,3,333,Loyal Customers
17084,57,2,2730.35,3,3,5,335,Loyal Customers
14913,57,4,1227.43,3,4,4,344,Loyal Customers
17979,57,4,672.80,3,4,3,343,Loyal Customers
15597,57,1,324.57,3,2,2,322,Potential
17274,57,1,105.57,3,2,1,321,Needs Attention
13592,57,4,247.96,3,4,2,342,Potential
15707,57,4,890.57,3,4,3,343,Loyal Customers
16012,57,3,1327.65,3,3,4,334,Loyal Customers
13651,57,2,94.20,3,2,1,321,Needs Attention
15010,57,1,308.94,3,2,2,322,Potential
12397,57,2,2409.90,3,3,5,335,Loyal Customers
16887,57,1,183.83,3,1,1,311,Needs Attention
13938,57,1,71.66,3,1,1,311,Needs Attention
16555,57,2,285.89,3,2,2,322,Potential
14150,57,2,658.64,3,3,3,333,Loyal Customers
17233,57,1,190.88,3,1,1,311,Needs Attention
18022,57,1,551.59,3,1,3,313,Needs Attention
12928,57,5,2062.70,3,4,5,345,Loyal Customers
15722,57,5,2195.86,3,4,5,345,Loyal Customers
17703,57,3,798.74,3,4,3,343,Loyal Customers
12576,57,5,1315.83,3,4,4,344,Loyal Customers
12352,58,8,1849.49,3,5,4,354,Loyal Customers
15551,58,1,436.06,3,1,2,312,Needs Attention
14098,58,1,147.35,3,1,1,311,Needs Attention
13721,58,1,524.14,3,1,3,313,Needs Attention
16602,58,1,528.08,3,1,3,313,Needs Attention
16337,58,1,151.05,3,1,1,311,Needs Attention
16914,58,1,172.12,3,1,1,311,Needs Attention
17403,58,1,263.92,3,2,2,322,Potential
12544,58,1,372.70,3,2,2,322,Potential
15612,58,2,195.15,3,2,1,321,Needs Attention
17078,58,2,378.20,3,3,2,332,Potential
18205,58,2,517.36,3,3,3,333,Loyal Customers
14636,58,2,609.85,3,3,3,333,Loyal Customers
15252,58,2,740.78,3,3,3,333,Loyal Customers
14815,58,2,778.50,3,3,3,333,Loyal Customers
14856,58,3,1290.53,3,3,4,334,Loyal Customers
17076,58,3,841.08,3,3,3,333,Loyal Customers
16221,58,3,856.51,3,3,3,333,Loyal Customers
15651,58,3,646.30,3,3,3,333,Loyal Customers
17351,58,3,587.15,3,4,3,343,Loyal Customers
12808,58,3,483.65,3,4,2,342,Potential
18081,58,3,343.45,3,4,2,342,Potential
17653,58,4,1207.56,3,4,4,344,Loyal Customers
13168,58,4,1295.80,3,4,4,344,Loyal Customers
17816,58,4,36.56,3,4,1,341,Needs Attention
15998,58,5,3051.56,3,4,5,345,Loyal Customers
15809,58,5,515.77,3,4,3,343,Loyal Customers
15605,58,5,1198.23,3,4,4,344,Loyal Customers
16409,58,5,2005.28,3,4,4,344,Loyal Customers
15227,58,5,1219.40,3,4,4,344,Loyal Customers
13636,58,5,949.12,3,4,4,344,Loyal Customers
13728,58,6,1016.14,3,5,4,354,Loyal Customers
17442,58,6,2248.56,3,5,5,355,Loyal Customers
16841,58,6,1869.82,3,5,4,354,Loyal Customers
17634,58,9,2358.59,3,5,5,355,Loyal Customers
13324,58,10,7121.95,3,5,5,355,Loyal Customers
15065,59,4,3158.13,3,4,5,345,Loyal Customers
17966,59,5,1098.43,3,4,4,344,Loyal Customers
17965,59,14,2598.35,3,5,5,355,Loyal Customers
16747,59,2,836.06,3,3,3,333,Loyal Customers
16308,59,4,2560.00,3,4,5,345,Loyal Customers
18105,59,1,113.48,3,2,1,321,Needs Attention
16884,59,2,429.84,3,3,2,332,Potential
14974,59,1,89.94,3,2,1,321,Needs Attention
17719,59,15,5396.04,3,5,5,355,Loyal Customers
13271,59,1,196.38,3,1,1,311,Needs Attention
13477,59,6,1454.58,3,5,4,354,Loyal Customers
15275,59,1,615.14,3,1,3,313,Needs Attention
16367,59,2,791.52,3,3,3,333,Loyal Customers
16043,59,4,773.99,3,4,3,343,Loyal Customers
18164,59,1,399.65,3,1,2,312,Needs Attention
17999,59,2,374.44,3,3,2,332,Potential
14528,59,1,364.22,3,2,2,322,Potential
16706,59,3,525.40,3,3,3,333,Loyal Customers
12779,59,8,3981.36,3,5,5,355,Loyal Customers
13316,59,4,5732.93,3,4,5,345,Loyal Customers
12594,59,10,3338.22,3,5,5,355,Loyal Customers
15830,59,1,576.00,3,1,3,313,Needs Attention
12830,59,6,6814.64,3,5,5,355,Loyal Customers
15576,59,1,921.37,3,2,3,323,Potential
17947,59,1,176.68,3,1,1,311,Needs Attention
16014,59,3,645.14,3,3,3,333,Loyal Customers
17800,59,9,1175.56,3,5,4,354,Loyal Customers
13904,59,2,332.64,3,2,2,322,Potential
18104,59,1,754.64,3,1,3,313,Needs Attention
16825,60,2,775.18,3,3,3,333,Loyal Customers
15018,60,3,496.21,3,3,3,333,Loyal Customers
14345,60,1,108.98,3,2,1,321,Needs Attention
13292,60,2,578.94,3,3,3,333,Loyal Customers
12552,60,2,437.82,3,3,2,332,Potential
16029,60,63,80630.52,3,5,5,355,Loyal Customers
13726,60,2,1079.66,3,3,4,334,Loyal Customers
17166,60,2,206.34,3,2,1,321,Needs Attention
17733,60,2,692.19,3,3,3,333,Loyal Customers
14485,60,1,157.39,3,1,1,311,Needs Attention
16729,60,21,7100.19,3,5,5,355,Loyal Customers
13461,60,3,1445.00,3,3,4,334,Loyal Customers
15847,60,2,389.27,3,3,2,332,Potential
17696,60,8,2285.71,3,5,5,355,Loyal Customers
16960,60,3,507.05,3,3,3,333,Loyal Customers
16971,60,1,356.36,3,2,2,322,Potential
14995,60,2,231.98,3,2,1,321,Needs Attention
18270,60,2,283.15,3,2,2,322,Potential
14383,60,3,1247.69,3,3,4,334,Loyal Customers
16830,60,1,325.91,3,2,2,322,Potential
13697,60,1,151.30,3,1,1,311,Needs Attention
12674,60,4,1970.60,3,4,4,344,Loyal Customers
15423,60,1,43.50,3,1,1,311,Needs Attention
12491,60,1,444.80,3,1,2,312,Needs Attention
13327,60,8,3627.77,3,5,5,355,Loyal Customers
16127,61,1,656.25,3,1,3,313,Needs Attention
15360,61,1,427.93,3,1,2,312,Needs Attention
18257,61,8,2337.63,3,5,5,355,Loyal Customers
13145,61,4,618.52,3,4,3,343,Loyal Customers
12588,61,1,214.90,3,1,1,311,Needs Attention
16836,61,2,251.87,3,2,2,322,Potential
12522,61,2,192.72,3,2,1,321,Needs Attention
16018,61,2,408.90,3,3,2,332,Potential
17951,61,3,1008.54,3,4,4,344,Loyal Customers
15667,61,1,301.32,3,2,2,322,Potential
15329,61,3,1049.70,3,4,4,344,Loyal Customers
13813,61,4,1366.86,3,4,4,344,Loyal Customers
13103,61,1,243.94,3,1,1,311,Needs Attention
12571,61,2,519.61,3,3,3,333,Loyal Customers
15974,61,7,3442.15,3,5,5,355,Loyal Customers
15752,61,7,2587.06,3,5,5,355,Loyal Customers
16969,61,3,650.41,3,3,3,333,Loyal Customers
13544,61,2,276.06,3,2,2,322,Potential
12581,61,1,197.71,3,1,1,311,Needs Attention
12909,61,5,2163.82,3,4,5,345,Loyal Customers
17396,61,8,7330.80,3,5,5,355,Loyal Customers
14808,61,8,2692.08,3,5,5,355,Loyal Customers
13186,61,3,1575.89,3,3,4,334,Loyal Customers
14167,61,4,541.34,3,4,3,343,Loyal Customers
13982,61,4,1864.21,3,4,4,344,Loyal Customers
17018,62,2,920.10,3,3,3,333,Loyal Customers
17373,62,4,646.92,3,4,3,343,Loyal Customers
14040,62,12,3456.42,3,5,5,355,Loyal Customers
14077,62,5,499.42,3,4,3,343,Loyal Customers
17213,62,7,2781.23,3,5,5,355,Loyal Customers
14810,62,11,2064.88,3,5,5,355,Loyal Customers
14158,62,1,507.66,3,1,3,313,Needs Attention
14582,62,1,114.11,3,2,1,321,Needs Attention
15521,62,8,3000.20,3,5,5,355,Loyal Customers
17255,62,2,247.81,3,2,2,322,Potential
13524,62,5,680.18,3,4,3,343,Loyal Customers
17447,62,2,541.53,3,3,3,333,Loyal Customers
13607,62,1,665.95,3,1,3,313,Needs Attention
16190,62,1,215.08,3,1,1,311,Needs Attention
15478,62,2,1399.92,3,3,4,334,Loyal Customers
16049,62,3,1004.47,3,4,4,344,Loyal Customers
13278,62,1,542.73,3,1,3,313,Needs Attention
13566,62,2,829.86,3,3,3,333,Loyal Customers
15385,62,1,316.88,3,2,2,322,Potential
13421,62,2,1813.91,3,3,4,334,Loyal Customers
15860,62,8,960.61,3,5,4,354,Loyal Customers
13617,62,3,544.18,3,4,3,343,Loyal Customers
15370,62,7,2335.05,3,5,5,355,Loyal Customers
17372,62,8,1319.13,3,5,4,354,Loyal Customers
15865,62,3,895.13,3,3,3,333,Loyal Customers
17609,62,5,1078.65,3,4,4,344,Loyal Customers
14295,62,1,166.20,3,1,1,311,Needs Attention
16235,62,5,867.31,3,4,3,343,Loyal Customers
15708,62,7,3164.32,3,5,5,355,Loyal Customers
18067,62,1,386.13,3,2,2,322,Potential
14179,62,2,671.57,3,3,3,333,Loyal Customers
15376,62,3,1215.66,3,3,4,334,Loyal Customers
15669,62,4,684.34,3,4,3,343,Loyal Customers
16601,62,1,240.15,3,1,1,311,Needs Attention
15748,62,1,138.11,3,1,1,311,Needs Attention
15059,62,9,1326.89,3,5,4,354,Loyal Customers
17796,62,4,680.10,3,4,3,343,Loyal Customers
17418,64,2,463.46,3,3,2,332,Potential
14221,64,9,3432.80,3,5,5,355,Loyal Customers
15096,64,1,219.39,3,1,1,311,Needs Attention
13812,64,3,539.00,3,3,3,333,Loyal Customers
17839,64,1,314.00,3,2,2,322,Potential
14232,64,5,2048.07,3,4,4,344,Loyal Customers
16554,64,3,837.10,3,3,3,333,Loyal Customers
16102,64,3,1842.14,3,4,4,344,Loyal Customers
12678,64,12,17628.46,3,5,5,355,Loyal Customers
17669,64,7,3406.72,3,5,5,355,Loyal Customers
16843,64,16,10196.57,3,5,5,355,Loyal Customers
14738,64,7,1314.45,3,5,4,354,Loyal Customers
12432,64,5,5059.32,3,4,5,345,Loyal Customers
14412,64,2,770.03,3,3,3,333,Loyal Customers
16150,64,5,2053.02,3,4,5,345,Loyal Customers
14498,64,5,1951.42,3,4,4,344,Loyal Customers
18287,64,3,1690.88,3,4,4,344,Loyal Customers
12895,64,2,372.80,3,3,2,332,Potential
16648,64,1,290.66,3,2,2,322,Potential
13993,64,9,3466.36,3,5,5,355,Loyal Customers
17837,64,8,1511.28,3,5,4,354,Loyal Customers
14218,64,1,169.48,3,1,1,311,Needs Attention
17272,64,4,2148.63,3,4,5,345,Loyal Customers
12430,65,1,256.40,3,2,2,322,Potential
17878,65,1,379.45,3,2,2,322,Potential
17414,65,2,778.00,3,3,3,333,Loyal Customers
15791,65,2,1612.69,3,3,4,334,Loyal Customers
13654,65,6,2707.33,3,5,5,355,Loyal Customers
15014,65,2,219.72,3,2,1,321,Needs Attention
14239,65,11,2380.85,3,5,5,355,Loyal Customers
16232,65,4,990.88,3,4,4,344,Loyal Customers
14357,65,1,224.34,3,1,1,311,Needs Attention
15288,65,5,2306.52,3,4,5,345,Loyal Customers
16847,65,1,193.44,3,1,1,311,Needs Attention
17545,65,3,639.77,3,3,3,333,Loyal Customers
14842,65,4,2824.69,3,4,5,345,Loyal Customers
15659,65,1,306.45,3,2,2,322,Potential
17459,65,2,645.45,3,3,3,333,Loyal Customers
14752,65,1,389.64,3,2,2,322,Potential
16026,65,1,228.34,3,1,1,311,Needs Attention
13538,65,7,1280.85,3,5,4,354,Loyal Customers
12536,65,3,12601.83,3,3,5,335,Loyal Customers
18261,65,2,324.24,3,2,2,322,Potential
14004,65,7,4582.64,3,5,5,355,Loyal Customers
16680,65,1,183.70,3,1,1,311,Needs Attention
14716,65,2,297.42,3,2,2,322,Potential
17684,65,1,239.41,3,1,1,311,Needs Attention
13416,65,2,712.50,3,3,3,333,Loyal Customers
15622,65,9,3709.56,3,5,5,355,Loyal Customers
18276,65,1,335.86,3,2,2,322,Potential
15240,66,5,1706.57,3,4,4,344,Loyal Customers
12879,66,3,573.22,3,4,3,343,Loyal Customers
17712,66,1,522.91,3,1,3,313,Needs Attention
15516,66,3,62.43,3,3,1,331,Needs Attention
16071,66,1,326.24,3,2,2,322,Potential
17470,66,5,1125.07,3,4,4,344,Loyal Customers
15990,66,2,792.11,3,3,3,333,Loyal Customers
12371,66,2,1887.96,3,3,4,334,Loyal Customers
13107,66,4,1531.62,3,4,4,344,Loyal Customers
16418,66,3,613.59,3,3,3,333,Loyal Customers
16208,66,2,662.61,3,3,3,333,Loyal Customers
17175,66,4,1443.69,3,4,4,344,Loyal Customers
14379,66,2,300.40,3,2,2,322,Potential
12448,66,1,449.45,3,1,2,312,Needs Attention
14598,66,1,220.32,3,1,1,311,Needs Attention
12812,66,1,229.64,3,1,1,311,Needs Attention
18226,66,11,5228.05,3,5,5,355,Loyal Customers
14754,66,2,638.05,3,3,3,333,Loyal Customers
16750,66,5,623.93,3,4,3,343,Loyal Customers
16225,66,5,1080.05,3,4,4,344,Loyal Customers
16415,66,1,191.89,3,1,1,311,Needs Attention
17895,66,1,95.45,3,2,1,321,Needs Attention
14690,66,2,355.05,3,2,2,322,Potential
15835,66,4,954.09,3,4,4,344,Loyal Customers
16345,66,1,558.70,3,1,3,313,Needs Attention
15320,66,1,267.13,3,2,2,322,Potential
16188,66,4,981.86,3,4,4,344,Loyal Customers
12456,66,3,3181.04,3,4,5,345,Loyal Customers
14315,66,6,2481.13,3,5,5,355,Loyal Customers
16454,66,2,6.90,3,2,1,321,Needs Attention
15821,66,2,570.96,3,3,3,333,Loyal Customers
14001,67,3,2043.08,3,4,4,344,Loyal Customers
12398,67,1,1635.66,3,2,4,324,Potential
16258,67,5,5203.51,3,4,5,345,Loyal Customers
18045,67,1,178.34,3,1,1,311,Needs Attention
13652,67,3,1095.08,3,4,4,344,Loyal Customers
16056,67,1,650.75,3,1,3,313,Needs Attention
15656,67,4,748.50,3,4,3,343,Loyal Customers
16708,67,1,656.63,3,1,3,313,Needs Attention
17024,67,3,95.85,3,3,1,331,Needs Attention
13182,67,1,121.18,3,2,1,321,Needs Attention
13340,67,7,10736.48,3,5,5,355,Loyal Customers
18079,67,4,3511.51,3,4,5,345,Loyal Customers
13601,67,2,676.12,3,3,3,333,Loyal Customers
15345,67,1,393.54,3,2,2,322,Potential
16110,67,3,1301.83,3,3,4,334,Loyal Customers
17917,67,3,328.33,3,3,2,332,Potential
18147,67,2,179.34,3,2,1,321,Needs Attention
13481,67,5,1804.56,3,4,4,344,Loyal Customers
17928,67,2,212.54,3,2,1,321,Needs Attention
15158,67,1,401.40,3,1,2,312,Needs Attention
14341,67,8,2081.06,3,5,5,355,Loyal Customers
15630,67,2,1186.35,3,3,4,334,Loyal Customers
16019,68,9,3786.24,3,5,5,355,Loyal Customers
14764,68,1,278.30,3,2,2,322,Potential
15142,68,1,498.74,3,1,3,313,Needs Attention
15806,68,3,784.58,3,4,3,343,Loyal Customers
14997,68,3,546.20,3,4,3,343,Loyal Customers
17423,68,2,698.41,3,3,3,333,Loyal Customers
15215,68,3,734.94,3,4,3,343,Loyal Customers
15844,68,1,130.74,3,1,1,311,Needs Attention
16728,68,4,1018.53,3,4,4,344,Loyal Customers
13165,68,2,1021.48,3,3,4,334,Loyal Customers
15592,68,1,388.58,3,2,2,322,Potential
14312,68,6,1611.59,3,5,4,354,Loyal Customers
17317,68,3,2600.34,3,4,5,345,Loyal Customers
17004,68,2,1312.14,3,3,4,334,Loyal Customers
15068,68,2,553.36,3,3,3,333,Loyal Customers
15277,68,1,255.90,3,2,2,322,Potential
16444,68,4,650.23,3,4,3,343,Loyal Customers
17186,68,2,144.00,3,2,1,321,Needs Attention
16325,68,3,594.24,3,4,3,343,Loyal Customers
14474,68,1,547.66,3,1,3,313,Needs Attention
14019,68,3,1421.61,3,3,4,334,Loyal Customers
16742,68,1,464.90,3,1,2,312,Needs Attention
14145,68,4,3742.20,3,4,5,345,Loyal Customers
15801,68,3,1063.95,3,4,4,344,Loyal Customers
16023,68,3,719.81,3,3,3,333,Loyal Customers
17344,68,1,157.62,3,1,1,311,Needs Attention
15786,68,3,4919.00,3,4,5,345,Loyal Customers
14139,68,1,415.82,3,1,2,312,Needs Attention
18240,68,1,422.58,3,1,2,312,Needs Attention
12546,68,2,1161.50,3,3,4,334,Loyal Customers
16491,68,1,731.50,3,1,3,313,Needs Attention
13176,68,1,480.66,3,1,2,312,Needs Attention
16007,69,4,1674.93,3,4,4,344,Loyal Customers
14504,69,4,673.26,3,4,3,343,Loyal Customers
16686,69,7,2931.67,3,5,5,355,Loyal Customers
15000,69,1,488.82,3,1,3,313,Needs Attention
14800,69,12,4322.02,3,5,5,355,Loyal Customers
16017,69,1,191.33,3,1,1,311,Needs Attention
13598,69,1,130.39,3,1,1,311,Needs Attention
17111,69,1,231.61,3,1,1,311,Needs Attention
17836,69,1,95.21,3,2,1,321,Needs Attention
14731,69,3,376.72,3,4,2,342,Potential
16768,69,3,472.19,3,3,2,332,Potential
16497,71,6,2965.69,3,5,5,355,Loyal Customers
14967,71,1,463.80,3,1,2,312,Needs Attention
15286,71,1,240.55,3,1,1,311,Needs Attention
12407,71,5,1708.12,3,4,4,344,Loyal Customers
13974,71,1,413.59,3,1,2,312,Needs Attention
17832,71,1,155.37,3,1,1,311,Needs Attention
15819,71,4,1905.45,3,4,4,344,Loyal Customers
17940,71,10,4020.04,3,5,5,355,Loyal Customers
16153,71,5,1824.23,3,4,4,344,Loyal Customers
15740,71,1,154.88,3,1,1,311,Needs Attention
13157,71,4,1741.22,3,4,4,344,Loyal Customers
12403,71,1,427.70,3,1,2,312,Needs Attention
14233,71,4,1462.72,3,4,4,344,Loyal Customers
15677,71,1,657.23,3,1,3,313,Needs Attention
13725,71,8,1980.56,3,5,4,354,Loyal Customers
13917,71,2,272.04,3,2,2,322,Potential
13918,71,2,1212.84,3,3,4,334,Loyal Customers
16918,71,6,1036.67,3,5,4,354,Loyal Customers
17361,71,3,475.70,3,4,2,342,Potential
16170,72,6,1885.05,3,5,4,354,Loyal Customers
17571,72,4,1337.43,3,4,4,344,Loyal Customers
15301,72,12,5049.95,3,5,5,355,Loyal Customers
14484,72,1,321.92,3,2,2,322,Potential
16177,72,1,331.95,3,2,2,322,Potential
13761,72,2,1070.65,3,3,4,334,Loyal Customers
16260,72,1,1035.45,3,2,4,324,Potential
13897,72,1,311.16,3,2,2,322,Potential
14631,72,3,1006.98,3,4,4,344,Loyal Customers
16099,72,3,731.90,3,3,3,333,Loyal Customers
17354,72,1,1313.86,3,2,4,324,Potential
13669,72,2,218.55,3,2,1,321,Needs Attention
13245,72,1,430.50,3,1,2,312,Needs Attention
14638,72,1,443.60,3,1,2,312,Needs Attention
15121,72,2,457.72,3,3,2,332,Potential
16846,72,1,214.32,3,1,1,311,Needs Attention
14923,72,1,749.10,3,1,3,313,Needs Attention
15469,72,2,538.55,3,3,3,333,Loyal Customers
13366,72,1,56.16,3,1,1,311,Needs Attention
14495,72,2,123.80,3,2,1,321,Needs Attention
15807,72,3,903.90,3,3,3,333,Loyal Customers
17764,72,2,772.55,3,3,3,333,Loyal Customers
13573,72,2,290.25,3,2,2,322,Potential
15296,72,6,3672.86,3,5,5,355,Loyal Customers
15565,72,2,173.16,3,2,1,321,Needs Attention
14261,72,2,1163.45,3,3,4,334,Loyal Customers
15587,72,4,913.68,3,4,3,343,Loyal Customers
