customerid,last_purchase_date,frequency,monetary,recency_days
16225,2011-10-26 08:30:00,5,1080.05,66
16226,2011-05-20 14:41:00,3,255.12,225
16227,2011-04-28 13:33:00,1,314.22,247
16229,2011-09-13 17:16:00,2,1010.60,109
16230,2011-06-03 10:06:00,2,542.03,211
16232,2011-10-27 12:16:00,4,990.88,65
16233,2011-09-29 17:27:00,3,536.68,93
16235,2011-10-30 10:56:00,5,867.31,62
16236,2011-09-22 14:10:00,1,432.20,100
16239,2011-10-14 08:29:00,2,414.20,78
16240,2011-11-15 14:30:00,2,3718.80,46
16241,2011-11-30 11:08:00,13,2577.51,31
16242,2011-12-01 15:12:00,7,3554.17,30
16243,2011-11-06 12:32:00,2,409.10,55
16244,2011-05-12 10:18:00,2,1522.75,233
16245,2011-11-16 10:14:00,3,1413.66,45
16247,2011-06-22 14:23:00,1,114.56,192
16248,2011-10-09 11:32:00,1,152.94,83
16249,2011-10-18 10:07:00,5,1800.07,74
16250,2011-03-23 15:07:00,2,389.44,283
16253,2011-10-04 09:09:00,2,3683.86,88
16255,2011-11-23 12:40:00,8,2586.16,38
16256,2011-03-18 12:18:00,1,752.43,288
16257,2011-06-16 10:11:00,1,46.95,198
16258,2011-10-25 13:30:00,5,5203.51,67
16260,2011-10-20 09:40:00,1,1035.45,72
16261,2011-11-22 17:23:00,4,716.13,39
16265,2011-11-30 16:41:00,9,5447.00,31
16266,2011-09-27 12:08:00,7,857.54,95
16268,2011-09-29 18:30:00,2,667.65,93
16270,2010-12-21 14:26:00,1,1141.24,375
16271,2011-12-07 12:45:00,5,1393.64,24
16272,2011-08-15 10:54:00,1,411.70,138
16274,2010-12-01 15:35:00,1,350.50,395
16275,2011-05-27 12:41:00,1,559.87,218
16276,2011-06-16 09:34:00,1,810.60,198
16278,2011-08-31 17:12:00,1,566.38,122
16279,2011-11-18 15:00:00,3,1502.78,43
16281,2011-09-28 14:57:00,1,2062.06,94
16282,2011-01-04 11:42:00,1,168.30,361
16283,2011-12-04 12:08:00,5,1553.86,27
16284,2011-11-08 16:12:00,2,771.40,53
16287,2011-06-23 09:08:00,1,142.50,191
16292,2011-08-10 12:24:00,1,302.25,143
16293,2011-11-18 09:58:00,10,2248.99,43
16295,2011-11-30 08:17:00,4,1328.55,31
16297,2011-03-16 08:29:00,1,301.90,290
16298,2011-11-17 11:59:00,3,598.20,44
16302,2011-08-05 09:44:00,1,233.22,148
16303,2011-11-14 10:49:00,3,5360.63,47
16305,2011-07-24 12:18:00,1,361.22,160
16306,2011-05-10 12:12:00,6,632.27,235
16308,2011-11-02 11:24:00,4,2560.00,59
16309,2011-08-25 15:35:00,2,706.57,128
16311,2011-11-22 08:54:00,2,616.26,39
16313,2011-12-06 13:02:00,2,274.15,25
16315,2011-01-13 11:57:00,1,226.37,352
16316,2011-10-06 13:48:00,8,2938.91,86
16317,2011-08-12 12:46:00,3,1341.65,141
16318,2011-11-04 13:05:00,1,328.15,57
16319,2011-05-06 11:27:00,1,404.40,239
16320,2011-06-20 15:25:00,2,1038.46,194
16321,2011-09-28 14:55:00,5,373.65,94
16322,2011-12-08 15:41:00,2,321.70,23
16323,2011-05-27 14:48:00,1,207.50,218
16324,2011-08-03 12:58:00,3,396.38,150
16325,2011-10-24 08:48:00,3,594.24,68
16326,2011-12-04 10:11:00,14,2926.73,27
16327,2011-11-25 13:23:00,6,3802.57,36
16330,2011-11-22 12:24:00,3,251.91,39
16332,2011-11-11 14:22:00,7,1577.36,50
16333,2011-12-02 12:19:00,22,26626.80,29
16337,2011-11-03 10:03:00,1,151.05,58
16338,2011-07-05 13:56:00,1,214.80,179
16339,2011-02-28 13:41:00,1,92.60,306
16340,2011-08-24 14:53:00,1,516.28,129
16341,2011-11-15 09:12:00,4,1971.87,46
16342,2011-09-25 14:36:00,4,322.41,97
16343,2011-11-23 17:45:00,2,318.20,38
16344,2011-07-04 15:50:00,1,65.40,180
16345,2011-10-26 16:03:00,1,558.70,66
16347,2011-11-28 13:14:00,2,796.80,33
16348,2011-11-07 15:44:00,7,1393.41,54
16349,2011-02-22 12:40:00,1,53.50,312
16350,2011-11-18 15:53:00,4,1116.47,43
16351,2011-01-11 10:26:00,1,153.90,354
16352,2011-11-22 10:32:00,2,494.44,39
16353,2011-12-06 12:23:00,23,6675.71,25
16354,2011-10-07 14:28:00,2,395.80,85
16356,2011-05-26 11:51:00,3,211.77,219
16357,2011-11-06 16:04:00,3,658.88,55
16358,2011-12-08 15:09:00,4,2027.50,23
16359,2011-12-02 17:04:00,9,1750.92,29
16360,2011-12-05 12:16:00,6,3359.47,26
16361,2011-11-30 12:32:00,4,855.21,31
16362,2011-11-07 13:01:00,5,677.80,54
16363,2011-10-17 14:14:00,1,109.36,75
16364,2011-11-28 11:27:00,2,705.79,33
16365,2011-11-22 11:24:00,9,1540.42,39
16366,2011-11-21 08:19:00,1,327.30,40
16367,2011-11-02 13:13:00,2,791.52,59
16368,2011-12-07 13:12:00,2,445.60,24
16369,2011-11-21 16:25:00,3,1545.03,40
16370,2011-09-18 15:55:00,4,1262.73,104
16372,2011-11-06 13:08:00,2,343.69,55
16374,2011-10-04 15:21:00,2,447.38,88
16376,2011-12-01 11:38:00,2,869.01,30
16377,2011-03-17 15:41:00,1,676.20,289
16378,2011-04-06 15:07:00,3,362.95,269
16379,2011-12-05 15:38:00,4,2157.40,26
16380,2011-10-09 15:40:00,1,1685.07,83
16383,2011-09-26 12:45:00,2,604.82,96
16384,2011-09-11 11:19:00,2,584.50,111
16385,2011-10-10 13:12:00,3,554.86,82
16386,2011-11-11 12:28:00,2,282.26,50
16387,2011-01-21 11:34:00,1,94.36,344
16389,2011-10-17 14:41:00,4,1382.07,75
16392,2011-03-15 12:11:00,1,201.19,291
16393,2011-12-07 12:51:00,13,2997.21,24
16394,2011-10-14 09:48:00,5,1555.34,78
16395,2011-10-10 12:50:00,5,1448.99,82
16398,2011-07-08 15:16:00,2,1705.80,176
16399,2011-11-20 16:12:00,2,408.02,41
16400,2011-09-06 12:27:00,1,301.03,116
16401,2011-12-08 18:15:00,12,4096.67,23
16402,2011-03-20 12:25:00,2,287.55,286
16403,2011-01-31 13:39:00,1,177.50,334
16404,2011-09-30 14:55:00,1,443.05,92
16405,2011-02-10 15:24:00,2,167.25,324
16406,2011-11-21 11:57:00,1,139.82,40
16407,2011-11-27 11:05:00,10,2044.58,34
16409,2011-11-03 16:45:00,5,2005.28,58
16411,2011-11-20 13:23:00,2,205.62,41
16412,2011-10-17 12:35:00,1,110.19,75
16413,2011-10-14 12:08:00,1,261.35,78
16414,2011-11-18 09:42:00,2,126.25,43
16415,2011-10-26 13:35:00,1,191.89,66
16416,2011-11-13 12:50:00,3,1020.00,48
16418,2011-10-26 12:39:00,3,613.59,66
16419,2011-08-19 12:33:00,6,958.71,134
16422,2011-11-22 14:00:00,51,34684.40,39
16423,2011-11-15 09:21:00,1,346.12,46
16424,2011-06-01 13:40:00,1,133.56,213
16425,2011-02-10 14:30:00,1,302.70,324
16426,2011-12-07 14:01:00,10,1842.86,24
16427,2011-03-21 17:10:00,2,241.06,285
16429,2011-08-25 13:54:00,1,284.55,128
16430,2011-10-13 14:47:00,1,300.85,79
16431,2011-05-10 14:09:00,3,577.29,235
16432,2011-10-06 13:59:00,1,287.40,86
16433,2011-11-11 14:09:00,1,184.26,50
16434,2011-11-10 14:28:00,7,1511.80,51
16438,2011-12-04 10:51:00,5,797.10,27
16440,2011-12-02 12:02:00,5,3625.27,29
16441,2011-10-03 17:48:00,2,356.00,89
16442,2011-12-08 11:43:00,3,597.34,23
16444,2011-10-24 13:50:00,4,650.23,68
16445,2011-11-06 12:32:00,1,229.96,55
16446,2011-12-09 09:15:00,2,168472.50,22
16447,2011-07-27 12:45:00,1,255.91,157
16448,2011-05-25 16:28:00,1,182.99,220
16449,2011-05-26 10:25:00,2,707.69,219
16450,2011-07-13 11:47:00,1,311.92,171
16451,2011-09-13 09:17:00,1,266.97,109
16454,2011-10-26 11:40:00,2,6.90,66
16455,2011-10-07 12:17:00,7,1841.18,85
16456,2011-09-01 13:50:00,5,2157.80,121
16457,2011-05-05 13:19:00,1,208.36,240
16458,2011-12-07 09:34:00,18,3482.74,24
16460,2011-11-11 13:46:00,3,806.23,50
16461,2011-06-15 12:07:00,1,139.62,199
16462,2011-09-27 10:24:00,3,136.00,95
16463,2011-11-18 14:01:00,4,1422.40,43
16464,2011-11-20 12:11:00,3,1270.86,41
16466,2011-11-06 11:35:00,7,1534.36,55
16468,2011-09-26 14:13:00,1,74.90,96
16469,2011-11-16 12:25:00,4,618.27,45
16470,2011-10-19 12:11:00,4,733.56,73
16471,2011-03-10 09:41:00,1,223.95,296
16473,2011-06-28 09:10:00,3,316.11,186
16474,2011-12-02 13:02:00,7,1725.95,29
16475,2011-09-12 14:37:00,4,544.30,110
16477,2011-10-07 09:44:00,7,2494.46,85
16478,2011-11-14 15:51:00,3,331.00,47
16479,2011-11-29 13:40:00,2,300.83,32
16480,2011-09-25 11:40:00,1,766.41,97
16482,2011-11-24 12:33:00,1,220.62,37
16483,2011-05-31 13:08:00,1,139.35,214
16484,2011-06-19 12:06:00,2,404.30,195
16485,2011-09-23 15:50:00,1,363.10,99
16488,2011-11-06 13:42:00,3,498.80,55
16491,2011-10-24 10:18:00,1,731.50,68
16493,2011-09-21 11:10:00,4,1351.63,101
16494,2011-02-16 12:49:00,1,817.28,318
16495,2011-12-06 13:20:00,3,602.56,25
16496,2011-12-01 10:31:00,3,1599.52,30
16497,2011-10-21 10:55:00,6,2965.69,71
16498,2011-07-01 15:07:00,2,100.97,183
16499,2010-12-14 13:31:00,2,365.45,382
16500,2011-12-05 12:04:00,6,400.86,26
16503,2011-08-25 11:46:00,4,1431.93,128
16504,2011-11-14 15:18:00,1,458.39,47
16505,2011-11-08 12:14:00,1,777.60,53
16506,2011-11-20 12:17:00,2,90.30,41
16509,2011-02-16 09:25:00,1,363.70,318
16510,2010-12-02 13:39:00,1,248.10,394
16511,2011-11-18 10:41:00,3,901.93,43
16513,2011-12-05 10:18:00,4,874.59,26
16515,2011-10-18 13:10:00,5,1596.49,74
16516,2011-11-09 14:59:00,1,101.70,52
16517,2011-03-07 13:50:00,1,162.70,299
16518,2011-10-09 15:04:00,2,484.32,83
16519,2011-11-14 15:41:00,2,215.08,47
16520,2011-06-06 13:24:00,3,1046.57,208
16523,2011-12-08 09:06:00,21,9418.47,23
16525,2011-12-07 15:07:00,26,13027.45,24
16526,2011-06-21 12:02:00,1,290.36,193
16527,2011-09-19 16:21:00,1,228.06,103
16528,2011-12-06 12:45:00,1,244.41,25
16529,2011-06-02 17:23:00,1,455.25,212
16531,2011-11-17 16:29:00,7,1244.59,44
16532,2011-11-22 11:08:00,3,6748.80,39
16533,2011-11-20 13:08:00,3,1080.77,41
16535,2011-12-04 15:18:00,1,593.75,27
16536,2011-08-21 15:54:00,1,530.47,132
16539,2011-12-07 08:41:00,4,1388.81,24
16542,2011-10-17 10:47:00,1,119.62,75
16545,2011-06-28 10:37:00,1,339.30,186
16546,2011-02-22 11:20:00,2,787.15,312
16549,2011-11-29 15:06:00,10,3954.66,32
16550,2011-08-23 11:12:00,5,2298.97,130
16551,2011-09-05 09:38:00,3,922.12,117
16552,2011-04-11 10:04:00,2,379.73,264
16553,2011-06-29 15:42:00,12,5719.82,185
16554,2011-10-28 14:51:00,3,837.10,64
16555,2011-11-04 14:31:00,2,285.89,57
16556,2011-10-04 11:36:00,7,3313.79,88
16557,2011-11-15 14:04:00,2,281.85,46
16558,2011-12-09 10:20:00,20,8338.49,22
16560,2011-11-13 10:35:00,2,841.41,48
16561,2011-12-04 11:50:00,2,511.12,27
16563,2011-10-17 11:51:00,1,1077.74,75
16565,2010-12-10 15:21:00,1,173.70,386
16566,2011-11-24 16:34:00,5,614.66,37
16567,2011-05-29 13:57:00,2,865.60,216
16569,2011-12-06 15:32:00,1,124.20,25
16570,2011-11-24 17:02:00,10,3738.40,37
16571,2011-11-13 11:46:00,3,1421.69,48
16572,2011-08-04 16:34:00,3,1009.60,149
16573,2011-09-16 09:13:00,2,663.61,106
16574,2011-09-29 13:39:00,1,451.44,93
16581,2011-06-10 10:05:00,1,105.84,204
16582,2011-08-18 17:02:00,1,313.62,135
16583,2010-12-01 12:03:00,1,233.45,395
16584,2011-09-20 13:45:00,2,936.08,102
16586,2011-04-05 09:32:00,1,463.95,270
16587,2011-04-21 15:51:00,1,225.15,254
16589,2011-09-29 14:50:00,3,459.24,93
16591,2011-10-02 10:43:00,1,213.50,90
16592,2011-12-05 13:49:00,16,4113.68,26
16593,2011-10-20 12:41:00,3,306.18,72
16594,2011-09-25 14:08:00,1,181.09,97
16595,2011-10-09 13:15:00,1,358.12,83
16596,2011-11-24 10:02:00,2,250.15,37
16597,2011-12-05 15:44:00,1,90.04,26
16598,2011-02-27 11:42:00,1,145.05,307
16600,2011-12-05 16:00:00,6,813.52,26
16601,2011-10-30 11:09:00,1,240.15,62
16602,2011-11-03 15:54:00,1,528.08,58
16603,2011-09-26 10:06:00,2,482.47,96
16607,2011-11-22 10:24:00,14,3347.71,39
16609,2011-11-24 13:32:00,7,5493.46,37
16610,2011-05-04 13:13:00,1,75.66,241
16611,2011-06-06 15:46:00,1,117.04,208
16612,2011-11-07 07:38:00,4,1187.66,54
16613,2011-09-30 15:52:00,1,618.59,92
16614,2011-06-10 11:36:00,1,506.19,204
16616,2011-11-24 16:31:00,2,500.42,37
16617,2011-04-18 10:35:00,1,151.85,257
16618,2011-11-08 13:52:00,5,2647.59,53
16619,2011-03-21 08:18:00,1,226.21,285
16620,2011-12-06 12:19:00,2,178.96,25
16621,2011-10-19 11:38:00,4,813.48,73
16623,2011-04-08 10:09:00,1,129.45,267
16624,2011-09-20 12:39:00,2,808.62,102
16625,2011-03-10 12:50:00,1,333.08,296
16626,2011-12-09 11:56:00,17,4413.10,22
16627,2011-09-21 14:38:00,1,322.80,101
16628,2011-11-10 12:45:00,5,2188.05,51
16629,2011-09-27 10:34:00,2,408.63,95
16633,2011-11-22 13:41:00,6,2883.10,39
16634,2011-05-01 12:09:00,2,217.90,244
16637,2011-11-07 13:17:00,4,1154.47,54
16638,2011-11-17 11:09:00,10,1680.72,44
16639,2011-11-08 13:20:00,3,1257.51,53
16641,2011-08-26 12:49:00,1,231.10,127
16642,2011-12-05 11:31:00,2,688.33,26
16643,2011-04-08 08:24:00,1,487.51,267
16644,2011-06-15 12:39:00,2,833.78,199
16647,2011-06-23 11:47:00,2,214.06,191
16648,2011-10-28 08:58:00,1,290.66,64
16650,2011-09-29 09:51:00,1,518.42,93
16652,2011-10-12 09:38:00,7,6773.97,80
16653,2011-11-23 14:51:00,2,1212.66,38
16654,2011-07-21 15:23:00,4,601.27,163
16655,2011-11-22 11:25:00,6,3785.73,39
16656,2011-11-17 14:43:00,15,8625.80,44
16657,2011-11-30 11:48:00,4,841.50,31
16658,2010-12-06 13:47:00,1,123.24,390
16659,2011-06-03 15:03:00,1,39.12,211
16660,2011-11-23 14:53:00,4,1267.65,38
16665,2010-12-12 14:03:00,1,135.40,384
16666,2011-11-20 14:01:00,1,118.98,41
16667,2011-10-02 15:26:00,2,567.18,90
16668,2011-11-24 17:43:00,6,306.72,37
16669,2011-11-16 12:26:00,3,1328.78,45
16670,2011-11-23 09:34:00,11,4095.90,38
16671,2011-11-11 13:40:00,3,1692.27,50
16672,2011-12-07 16:29:00,20,8134.94,24
16674,2011-10-16 11:31:00,2,304.24,76
16676,2011-11-06 12:01:00,4,1592.12,55
16678,2011-12-07 12:17:00,12,3109.99,24
16679,2010-12-08 13:51:00,1,129.75,388
16680,2011-10-27 17:35:00,1,183.70,65
16681,2011-09-28 11:11:00,6,1770.34,94
16682,2011-12-05 12:13:00,5,1028.00,26
16684,2011-12-05 14:06:00,28,66653.56,26
16685,2011-10-09 13:58:00,2,323.46,83
16686,2011-10-23 13:49:00,7,2931.67,69
16688,2011-12-08 15:24:00,4,1260.86,23
16689,2011-09-25 11:39:00,2,422.60,97
16690,2011-09-28 15:02:00,2,225.58,94
16692,2011-03-28 14:46:00,2,1276.00,278
16693,2011-10-02 11:10:00,2,477.86,90
16696,2011-07-27 14:23:00,4,657.90,157
16697,2011-04-12 17:12:00,1,110.50,263
16698,2011-04-27 10:52:00,2,1998.00,248
16700,2011-12-01 11:00:00,13,5076.55,30
16701,2011-12-01 11:10:00,13,5398.30,30
16705,2011-12-09 12:08:00,20,14034.99,22
16706,2011-11-02 13:50:00,3,525.40,59
16708,2011-10-25 12:20:00,1,656.63,67
16709,2011-09-16 10:56:00,5,3029.87,106
16710,2011-11-20 14:50:00,10,2435.42,41
16711,2011-12-06 16:32:00,5,1651.03,25
16712,2011-11-30 13:48:00,11,3535.73,31
16713,2011-11-21 12:36:00,15,6906.63,40
16714,2011-05-05 11:09:00,3,1098.96,240
16715,2011-09-22 18:15:00,1,301.72,100
16716,2011-03-18 10:03:00,2,901.20,288
16717,2011-11-16 12:16:00,6,3843.08,45
16718,2010-12-05 13:03:00,1,572.96,391
16719,2011-11-25 09:27:00,7,1755.47,36
16720,2011-11-13 16:22:00,1,152.95,48
16721,2011-03-22 16:08:00,1,292.47,284
16722,2011-11-22 13:28:00,13,4730.81,39
16723,2011-09-09 13:01:00,2,534.67,113
16725,2011-02-10 16:52:00,7,733.67,324
16726,2011-11-13 14:53:00,5,1302.59,48
16727,2010-12-10 13:48:00,1,251.77,386
16728,2011-10-24 14:36:00,4,1018.53,68
16729,2011-11-01 14:29:00,21,7100.19,60
16730,2011-10-18 14:11:00,3,735.79,74
16732,2011-11-08 09:54:00,1,603.75,53
16734,2011-10-18 13:44:00,3,631.41,74
16735,2011-09-22 11:49:00,5,2231.01,100
16737,2011-10-17 13:03:00,1,417.60,75
16738,2011-02-15 09:46:00,1,3.75,319
16739,2011-06-16 09:17:00,1,323.00,198
16742,2011-10-24 12:02:00,1,464.90,68
16743,2011-11-10 13:13:00,7,2208.06,51
16744,2011-11-28 13:06:00,7,1289.96,33
16745,2011-09-14 11:58:00,17,7170.15,108
16746,2011-12-05 12:33:00,18,6670.96,26
16747,2011-11-02 11:37:00,2,836.06,59
16748,2011-11-22 10:17:00,5,1515.90,39
16750,2011-10-26 12:48:00,5,623.93,66
16751,2011-11-09 10:48:00,1,1682.22,52
16752,2010-12-02 12:18:00,1,207.50,394
16753,2011-10-12 13:14:00,1,223.92,80
16754,2010-12-02 17:38:00,1,2002.40,394
16755,2011-08-17 13:21:00,3,1474.18,136
16756,2011-05-09 09:33:00,1,239.40,236
16757,2011-01-25 11:59:00,1,106.83,340
16758,2011-10-05 14:47:00,1,369.34,87
16759,2011-12-02 12:42:00,3,789.79,29
16761,2011-09-04 11:15:00,1,316.62,118
16762,2011-11-20 11:43:00,3,1207.24,41
16763,2011-05-25 11:52:00,1,611.85,220
16764,2011-12-06 11:41:00,13,2764.98,25
16765,2011-02-18 15:41:00,1,34.00,316
16766,2011-03-11 15:22:00,2,1145.60,295
16767,2011-11-09 09:42:00,11,5570.52,52
16768,2011-10-23 10:38:00,3,472.19,69
16769,2011-03-24 13:41:00,1,331.14,282
16770,2011-10-13 12:21:00,5,741.17,79
16771,2011-11-06 13:28:00,5,2241.35,55
16773,2011-10-13 14:37:00,1,167.84,79
16774,2011-10-03 12:41:00,4,658.57,89
16775,2011-11-29 15:22:00,11,1691.51,32
16776,2011-10-10 13:04:00,1,327.97,82
16777,2011-09-20 13:41:00,2,216.38,102
16778,2011-09-26 13:48:00,2,245.94,96
16779,2011-12-07 14:54:00,22,10608.42,24
16780,2011-08-31 16:09:00,2,399.39,122
16781,2010-12-02 14:26:00,1,311.25,394
16782,2011-11-29 13:20:00,13,2267.95,32
16784,2011-11-20 12:20:00,1,107.60,41
16788,2011-08-08 14:53:00,2,590.23,145
16789,2011-12-01 15:12:00,1,80.80,30
16790,2011-12-06 11:53:00,6,1545.62,25
16791,2011-11-10 19:12:00,7,1702.88,51
16792,2011-03-02 14:41:00,2,106.63,304
16793,2011-10-13 15:08:00,1,243.84,79
16794,2011-12-08 17:54:00,10,1179.50,23
16795,2010-12-09 14:08:00,1,408.58,387
16796,2011-09-11 14:01:00,1,305.62,111
16800,2011-11-28 14:06:00,1,1118.23,33
16801,2011-06-29 15:33:00,4,1594.23,185
16803,2011-10-05 14:28:00,1,332.30,87
16804,2011-11-16 16:43:00,3,536.99,45
16805,2011-06-19 11:23:00,2,460.59,195
16806,2011-08-28 15:27:00,4,756.31,125
16807,2011-07-20 12:00:00,3,1121.59,164
16808,2011-09-01 19:34:00,2,288.42,121
16809,2011-11-16 15:45:00,5,898.91,45
16810,2011-05-31 15:32:00,1,309.54,214
16811,2011-12-05 11:39:00,2,547.07,26
16812,2010-12-14 12:35:00,1,479.35,382
16813,2011-12-01 14:03:00,10,1633.85,30
16814,2011-11-25 13:27:00,21,6416.70,36
16816,2011-08-28 14:16:00,4,417.06,125
16817,2011-12-07 11:03:00,9,1604.75,24
16818,2011-11-29 10:41:00,11,3349.57,32
16820,2011-09-05 12:06:00,1,497.61,117
16823,2011-04-26 15:00:00,1,349.73,249
16824,2011-11-24 12:38:00,2,460.64,37
16825,2011-11-01 11:51:00,2,775.18,60
16826,2011-10-19 14:05:00,1,341.70,73
16828,2011-09-07 15:10:00,2,128.50,115
16829,2011-07-06 10:48:00,1,197.22,178
16830,2011-11-01 11:35:00,1,325.91,60
16832,2011-06-08 15:36:00,3,199.15,206
16833,2011-12-08 14:39:00,4,1106.53,23
16834,2011-04-26 09:37:00,1,413.46,249
16835,2011-08-03 13:50:00,2,180.85,150
16836,2011-10-31 10:05:00,2,251.87,61
16837,2011-11-08 14:27:00,11,3170.98,53
16838,2011-05-26 13:13:00,2,588.85,219
16839,2011-12-01 09:03:00,34,16594.35,30
16841,2011-11-03 11:51:00,6,1869.82,58
16842,2011-08-31 10:42:00,3,1264.19,122
16843,2011-10-28 09:06:00,16,10196.57,64
16846,2011-10-20 13:55:00,1,214.32,72
16847,2011-10-27 13:29:00,1,193.44,65
16848,2011-10-18 08:42:00,1,281.42,74
16849,2011-06-06 09:16:00,1,124.57,208
16850,2011-01-10 11:09:00,1,332.41,355
16851,2011-12-05 13:32:00,3,342.45,26
16852,2011-11-29 13:22:00,2,144.91,32
16855,2011-11-16 12:03:00,2,328.40,45
16856,2011-11-25 08:59:00,1,35.40,36
16858,2010-12-06 09:52:00,1,321.45,390
16859,2011-07-18 12:19:00,2,747.81,166
16861,2011-10-11 09:05:00,2,173.76,81
16863,2011-11-08 15:26:00,2,502.80,53
16866,2011-07-22 10:06:00,3,207.74,162
16869,2011-11-17 12:02:00,4,812.97,44
16871,2011-11-17 19:27:00,6,2812.34,44
16872,2011-09-23 16:05:00,3,680.02,99
16873,2011-12-05 12:05:00,6,7123.62,26
16875,2011-10-03 13:39:00,5,2095.53,89
16877,2011-11-27 13:47:00,6,845.37,34
16878,2011-09-16 17:39:00,1,13.30,106
16880,2011-11-09 11:33:00,7,1466.23,52
16881,2011-10-04 10:33:00,1,432.00,88
16882,2011-10-04 10:42:00,3,705.12,88
16883,2011-06-05 12:51:00,2,272.48,209
16884,2011-11-02 11:52:00,2,429.84,59
16885,2011-11-24 13:40:00,3,390.04,37
16887,2011-11-04 14:07:00,1,183.83,57
16889,2011-05-29 11:05:00,3,1577.72,216
16891,2011-12-08 11:15:00,5,730.41,23
16892,2011-12-08 13:18:00,5,518.19,23
16893,2010-12-08 12:06:00,1,140.86,388
16895,2011-10-06 12:15:00,1,179.86,86
16897,2011-02-13 15:02:00,2,289.78,321
16898,2011-11-13 15:44:00,3,501.03,48
16899,2011-12-02 12:03:00,6,1271.06,29
16900,2011-11-23 10:32:00,3,887.11,38
16902,2011-08-15 14:17:00,1,1681.88,138
16903,2011-11-10 15:32:00,1,330.90,51
16904,2011-12-05 13:10:00,16,3633.82,26
16905,2011-12-04 14:01:00,7,2861.42,27
16906,2011-09-19 11:49:00,4,543.19,103
16907,2011-11-10 18:04:00,5,928.76,51
16909,2011-09-28 16:45:00,1,379.14,94
16910,2011-12-05 12:51:00,8,1508.96,26
16912,2011-11-11 12:18:00,11,2555.58,50
16913,2011-02-22 12:56:00,1,113.44,312
16914,2011-11-03 15:27:00,1,172.12,58
16915,2011-11-30 16:39:00,6,621.68,31
16916,2011-11-16 12:08:00,2,542.91,45
16917,2011-03-08 11:55:00,1,391.52,298
16918,2011-10-21 12:50:00,6,1036.67,71
16919,2011-07-06 13:35:00,11,2592.25,178
16921,2011-10-09 16:22:00,1,135.49,83
16923,2011-11-27 13:00:00,19,6963.46,34
16924,2011-11-18 12:53:00,3,827.61,43
16926,2010-12-03 13:42:00,1,230.25,393
16927,2011-08-16 11:10:00,3,543.05,137
16928,2011-09-20 15:10:00,17,2741.80,102
16929,2011-12-06 08:37:00,7,1295.39,25
16930,2011-11-13 16:13:00,3,378.89,48
16931,2011-12-04 13:15:00,21,4518.17,27
16932,2011-10-17 14:12:00,1,124.88,75
16933,2011-12-08 12:54:00,2,558.28,23
16934,2011-10-16 12:40:00,2,922.53,76
16936,2011-11-14 11:04:00,1,261.90,47
16938,2011-12-01 10:20:00,4,2695.23,30
16940,2011-10-18 13:15:00,3,3037.66,74
16942,2011-11-27 12:40:00,9,1883.52,34
16943,2011-05-12 11:57:00,3,816.73,233
16945,2011-11-18 11:39:00,19,4345.50,43
16947,2011-04-18 09:38:00,1,406.48,257
16948,2011-07-24 12:46:00,3,435.02,160
16949,2011-12-06 11:07:00,6,1286.27,25
16950,2011-10-14 09:06:00,3,1161.76,78
16951,2011-07-28 12:05:00,3,1277.75,156
16952,2011-08-22 13:03:00,2,167.61,131
16953,2011-11-09 15:54:00,1,20.80,52
16954,2011-12-09 09:46:00,9,2085.08,22
16955,2011-06-08 10:36:00,4,518.67,206
16956,2011-11-22 08:56:00,1,308.74,39
16957,2011-04-14 13:56:00,2,416.64,261
16959,2011-09-13 15:03:00,1,117.35,109
16960,2011-11-01 11:35:00,3,507.05,60
16961,2011-08-15 13:46:00,1,234.17,138
16963,2011-06-05 13:48:00,1,110.55,209
16965,2011-04-27 12:08:00,1,201.19,248
16966,2011-12-01 13:40:00,7,2154.97,30
16967,2011-06-03 14:24:00,1,319.02,211
16968,2011-12-05 15:02:00,2,439.43,26
16969,2011-10-31 13:12:00,3,650.41,61
16971,2011-11-01 15:06:00,1,356.36,60
16976,2011-03-17 16:33:00,1,251.52,289
16978,2011-09-23 12:50:00,1,344.33,99
16979,2011-12-06 12:21:00,6,1851.17,25
16980,2011-03-29 16:36:00,2,993.81,277
16982,2011-10-10 12:28:00,1,384.06,82
16983,2011-11-27 12:10:00,7,1900.91,34
16984,2011-09-12 13:43:00,2,4349.36,110
16985,2011-11-22 13:33:00,10,5464.12,39
16986,2011-11-10 11:55:00,2,1873.20,51
16987,2011-12-06 17:26:00,7,1598.80,25
16988,2011-12-04 16:02:00,1,126.12,27
16989,2011-12-02 16:39:00,6,1133.25,29
16990,2011-05-05 08:30:00,1,179.00,240
16992,2011-11-29 11:50:00,5,1614.31,32
16996,2011-11-09 16:43:00,6,1456.96,52
16997,2011-02-24 17:28:00,3,702.00,310
16998,2011-07-13 09:44:00,4,295.00,171
16999,2011-11-16 13:53:00,2,484.82,45
17001,2011-12-09 09:38:00,11,3989.57,22
17002,2011-09-15 12:40:00,3,1493.73,107
17004,2011-10-24 14:25:00,2,1312.14,68
17006,2011-12-05 12:09:00,4,781.78,26
17007,2011-10-20 10:47:00,6,889.93,72
17010,2011-11-21 14:49:00,1,195.36,40
17011,2011-11-09 13:30:00,1,270.90,52
17014,2011-12-01 14:09:00,3,581.78,30
17015,2011-11-11 10:45:00,3,1834.86,50
17017,2011-12-07 09:32:00,20,8694.26,24
